timestamp,latency_p95_ms,error_rate_pct,requests_per_second,cpu_pct,memory_mb
2026-04-08T10:11:00+00:00,9.5,0.0,0.036366281184086115,0.34548264694234154,500.2421875
2026-04-08T10:11:30+00:00,9.5,0.0,0.03636694244931358,0.3272965307649875,500.2421875
2026-04-08T10:12:00+00:00,9.5,0.0,0.03636561994290598,0.34547008337193524,500.2421875
2026-04-08T10:12:30+00:00,9.5,0.0,0.03636561994290598,0.32728760400905055,500.2421875
2026-04-08T10:13:00+00:00,9.5,0.0,0.036366281184086115,0.34547669566350736,500.2421875
2026-04-08T10:13:30+00:00,9.5,0.0,0.019397197446357373,0.30064446491293956,500.2421875
2026-04-08T10:14:00+00:00,19.750006818615727,0.0,0.01818280997145299,21.055755442372316,499.28559027777777
2026-04-08T10:14:30+00:00,17.551447582087757,0.0,0.017642224428081575,0.30942252485387417,498.55078125
2026-04-08T10:15:00+00:00,9.5,0.0,0.03636628118408612,0.3272935550714639,498.55078125
2026-04-08T10:15:30+00:00,9.5,0.0,0.03636561994290598,0.2909249595432477,498.55078125
2026-04-08T10:16:00+00:00,9.5,0.0,0.03636561994290598,0.34547338945760586,498.55078125
2026-04-08T10:16:30+00:00,9.499999999999998,0.0,0.036366281184086115,0.34547967124881723,498.55078125
2026-04-08T10:17:00+00:00,9.499999999999998,0.0,0.036366281184086115,0.3272965306567745,498.55078125
2026-04-08T10:17:30+00:00,9.499999999999998,0.0,0.03636628118408612,0.3272965306567786,498.55078125
2026-04-08T10:18:00+00:00,9.5,0.0,0.03636760373858967,0.34549223551660413,498.55078125
2026-04-08T10:18:30+00:00,9.5,0.0,0.03636892638929299,0.34550149401139685,498.55078125
2026-04-08T10:19:00+00:00,9.5,0.0,0.0363682650519157,0.3454919049801884,498.55078125
2026-04-08T10:19:30+00:00,39.37498295284071,0.0,0.03636760373858967,21.62048222913526,499.0208333333333
2026-04-08T10:20:00+00:00,35.2865146350898,0.0,0.0176522261977959,0.2738769946249498,499.8203125
2026-04-08T10:20:30+00:00,9.5,0.0,0.0363682650519157,0.36367934395252594,499.8203125
2026-04-08T10:21:00+00:00,9.5,0.0,0.03636760373858967,0.32730843364730977,499.8203125
2026-04-08T10:21:30+00:00,9.5,0.0,0.03636694244931357,0.30911901081916526,499.8203125
2026-04-08T10:22:00+00:00,9.5,0.0,0.03636760373858967,0.32730545784556775,499.8203125
2026-04-08T10:22:30+00:00,9.500000000000002,0.0,0.03636694244931358,0.3273054578455677,499.8203125
2026-04-08T10:23:00+00:00,9.5,0.0,0.03636760373858967,0.32730545784556486,499.8203125
2026-04-08T10:23:30+00:00,9.5,0.0,0.036368265051915705,0.34549554208323113,499.8203125
2026-04-08T10:24:00+00:00,9.5,0.0,0.03636760373858967,0.36367273093951497,499.8203125
2026-04-08T10:24:30+00:00,9.5,0.0,0.03636694244931358,0.36366942449313533,499.8203125
2026-04-08T10:25:00+00:00,9.5,0.0,0.03636760373858967,0.3273084336473065,499.8203125
2026-04-08T10:25:30+00:00,12.820076110126871,0.0,0.036366281184086115,18.09534068087849,499.89496527777777
2026-04-08T10:26:00+00:00,31.249999999999964,0.0,0.036366281184086115,21.34700705505855,500.0427517361111
