timestamp,latency_p95_ms,error_rate_pct,requests_per_second,cpu_pct,memory_mb
2026-04-08T10:25:30+00:00,13.749672679662492,0.0,0.03636628118408612,21.347250413937584,499.88226996527777
2026-04-08T10:26:00+00:00,31.25020456033164,0.0,0.036366281184086115,21.328884750867434,500.0300564236111
2026-04-08T10:26:30+00:00,9.753473382456463,0.0,0.03636561994290598,0.3454793407364401,500.0546875
2026-04-08T10:27:00+00:00,9.5,0.0,0.03636760373858967,0.3273084336473065,500.0546875
2026-04-08T10:27:30+00:00,9.5,0.0,0.03636694244931358,0.2909355395945089,500.0546875
2026-04-08T10:28:00+00:00,9.5,0.0,0.03636694244931357,0.34548297757495533,500.0546875
2026-04-08T10:28:30+00:00,9.5,0.0,0.03636760373858967,0.34548925971485894,500.0546875
2026-04-08T10:29:00+00:00,9.5,0.0,0.03636760373858967,0.3273084336473065,500.0546875
2026-04-08T10:29:30+00:00,9.5,0.0,0.03636694244931358,0.3454859532684813,500.0546875
2026-04-08T10:30:00+00:00,9.5,0.0,0.036366281184086115,0.3272995063503013,500.0546875
2026-04-08T10:30:30+00:00,9.5,0.0,0.03636694244931357,0.3454859532684821,500.0546875
2026-04-08T10:31:00+00:00,9.5,0.0,0.036366281184086115,0.34548562274408395,500.0546875
2026-04-08T10:31:30+00:00,9.500000000000002,0.0,0.03636694244931358,0.3454889290702205,500.0546875
2026-04-08T10:32:00+00:00,9.5,0.0,0.03636628118408612,0.3091160351256425,500.0546875
2026-04-08T10:32:30+00:00,9.5,0.0,0.03636561994290598,0.3091107451000129,500.0546875
2026-04-08T10:33:00+00:00,9.5,0.0,0.03636694244931357,0.34548264694234154,500.0546875
2026-04-08T10:33:30+00:00,9.500000000000002,0.0,0.03636694244931358,0.36367273093951497,500.0546875
2026-04-08T10:34:00+00:00,9.5,0.0,0.03636694244931358,0.3454826469423408,500.0546875
2026-04-08T10:34:30+00:00,9.499999999999998,0.0,0.03636628118408612,0.3818459524329042,500.0546875
2026-04-08T10:35:00+00:00,9.5,0.0,0.03636694244931358,0.3273024820438217,500.0546875
2026-04-08T10:35:30+00:00,9.5,0.0,0.03636694244931357,0.3273024820438217,500.0546875
2026-04-08T10:36:00+00:00,9.5,0.0,0.03636760373858967,0.3273054578455633,500.0546875
2026-04-08T10:36:30+00:00,9.499999999999998,0.0,0.03636628118408612,0.3636628118408607,500.0546875
2026-04-08T10:37:00+00:00,9.5,0.0,0.03636694244931358,0.3454859532684781,500.0546875
2026-04-08T10:37:30+00:00,9.5,0.0,0.036366281184086115,0.34548628402133574,500.0546875
2026-04-08T10:38:00+00:00,9.5,0.0,0.03636694244931358,0.3454859532684781,500.0546875
2026-04-08T10:38:30+00:00,9.5,0.0,0.03636694244931358,0.36366942449313855,500.0546875
2026-04-08T10:39:00+00:00,9.499999999999998,0.0,0.036366281184086115,0.36366281184085986,500.0546875
2026-04-08T10:39:30+00:00,9.5,0.0,0.03636694244931358,0.36366611816699795,500.0546875
2026-04-08T10:40:00+00:00,9.5,0.0,0.03636760373858967,0.34548330843602515,500.0546875
2026-04-08T10:40:30+00:00,9.5,0.0,0.036366281184086115,0.38184925875904063,500.0546875
